region_pair,region1,region2,object,p_value,f_stat,null_f_stat,subject,date
PERI 36 → VIS,PERI 36,VIS,object1,0.8283433133732535,1.0133174962277254,1.2544469757206926,459601,20240409
VIS → PERI 36,VIS,PERI 36,object1,0.656686626746507,1.0410471423589538,1.0428433657392113,459601,20240409
PERI 36 → VIS,PERI 36,VIS,object2,0.31137724550898205,1.111033012454812,1.1049975541879635,459601,20240409
VIS → PERI 36,VIS,PERI 36,object2,0.17564870259481039,1.1883577011990278,0.9654077864249214,459601,20240409
PERI 36 → VIS,PERI 36,VIS,object3,0.26147704590818366,1.1193731274227723,1.0515576804870095,459601,20240409
VIS → PERI 36,VIS,PERI 36,object3,0.5588822355289421,1.0395969999245245,0.8553598952201544,459601,20240409
PERI 36 → dCA1,PERI 36,dCA1,object1,0.16766467065868262,1.1306830643843804,0.9398487194180772,459601,20240409
dCA1 → PERI 36,dCA1,PERI 36,object1,0.00998003992015968,1.3086764288203794,1.0051869909731967,459601,20240409
PERI 36 → dCA1,PERI 36,dCA1,object2,0.46706586826347307,1.0571281201794294,0.923445494569106,459601,20240409
dCA1 → PERI 36,dCA1,PERI 36,object2,0.021956087824351298,1.3073624940167508,1.1376444558923275,459601,20240409
PERI 36 → dCA1,PERI 36,dCA1,object3,0.41317365269461076,1.0958577945654822,1.028626409029307,459601,20240409
dCA1 → PERI 36,dCA1,PERI 36,object3,0.05788423153692615,1.259297650893943,1.2471590294220987,459601,20240409
TEa → VIS,TEa,VIS,object1,0.11776447105788423,1.2127979339915025,1.0115707649550654,459601,20240409
VIS → TEa,VIS,TEa,object1,0.4431137724550898,1.1037332980102164,1.308825351860726,459601,20240409
TEa → VIS,TEa,VIS,object2,0.7385229540918163,1.076437986929474,1.1907223428113485,459601,20240409
VIS → TEa,VIS,TEa,object2,0.08183632734530938,1.2316373556046787,1.16938992521403,459601,20240409
TEa → VIS,TEa,VIS,object3,0.437125748502994,1.07388477535877,1.022912686104727,459601,20240409
VIS → TEa,VIS,TEa,object3,0.9181636726546906,0.9476826147586673,0.8803389204805582,459601,20240409
TEa → dCA1,TEa,dCA1,object1,0.9780439121756487,0.9478199766811035,1.3626617262078342,459601,20240409
dCA1 → TEa,dCA1,TEa,object1,0.25948103792415167,1.2040202238311217,1.087220243290666,459601,20240409
TEa → dCA1,TEa,dCA1,object2,0.9580838323353293,0.9571089608740223,1.1938151893605098,459601,20240409
dCA1 → TEa,dCA1,TEa,object2,0.021956087824351298,1.360014566529954,1.2274284569438356,459601,20240409
TEa → dCA1,TEa,dCA1,object3,0.49500998003992014,1.069873964037856,1.1394985463723681,459601,20240409
dCA1 → TEa,dCA1,TEa,object3,0.405189620758483,1.0738393020102188,1.0778594460942612,459601,20240409
VIS → dCA1,VIS,dCA1,object1,0.05788423153692615,1.284880900913946,1.1724957169834,459601,20240409
dCA1 → VIS,dCA1,VIS,object1,0.7684630738522954,1.0614512601633523,1.2353437935918117,459601,20240409
VIS → dCA1,VIS,dCA1,object2,0.5748502994011976,1.0713364649782444,1.1631957335233096,459601,20240409
dCA1 → VIS,dCA1,VIS,object2,0.6506986027944112,1.1019167770477247,1.0115193753165694,459601,20240409
VIS → dCA1,VIS,dCA1,object3,0.6487025948103793,1.0394032313717128,1.1126721263542183,459601,20240409
dCA1 → VIS,dCA1,VIS,object3,0.3592814371257485,1.102058767409236,0.9908918310005177,459601,20240409
PERI 35 → PERI 36,PERI 35,PERI 36,object1,0.47305389221556887,1.045450587713211,1.0076139871599459,459601,20240410
PERI 36 → PERI 35,PERI 36,PERI 35,object1,0.530938123752495,1.0955798483537176,1.1196253989383262,459601,20240410
PERI 35 → PERI 36,PERI 35,PERI 36,object2,0.40718562874251496,1.0909558483046835,1.0549460097892402,459601,20240410
PERI 36 → PERI 35,PERI 36,PERI 35,object2,0.04590818363273453,1.1692287238433472,1.0986150951893896,459601,20240410
PERI 35 → PERI 36,PERI 35,PERI 36,object3,0.00998003992015968,1.2795622074052655,1.066788767816564,459601,20240410
PERI 36 → PERI 35,PERI 36,PERI 35,object3,0.32335329341317365,1.0712019143829918,1.0572866230688767,459601,20240410
PERI 35 → TEa,PERI 35,TEa,object1,0.19560878243512975,1.1146624625732002,0.8524027167797475,459601,20240410
TEa → PERI 35,TEa,PERI 35,object1,0.17165668662674652,1.1642693820907548,1.1094663426651883,459601,20240410
PERI 35 → TEa,PERI 35,TEa,object2,0.6846307385229541,1.0220730543920127,1.1334819013731297,459601,20240410
TEa → PERI 35,TEa,PERI 35,object2,0.7764471057884231,1.0434528748974004,1.1933095750118803,459601,20240410
PERI 35 → TEa,PERI 35,TEa,object3,0.8582834331337326,1.0006995463617943,1.1554350372202447,459601,20240410
TEa → PERI 35,TEa,PERI 35,object3,0.8023952095808383,1.028834231163282,1.0100081889263575,459601,20240410
PERI 35 → VIS,PERI 35,VIS,object1,0.872255489021956,0.9866602080119633,1.0389653273939288,459601,20240410
VIS → PERI 35,VIS,PERI 35,object1,0.2554890219560878,1.1292598914476262,1.0334717314981157,459601,20240410
PERI 35 → VIS,PERI 35,VIS,object2,0.9820359281437125,0.922470601338202,1.0649385236125208,459601,20240410
VIS → PERI 35,VIS,PERI 35,object2,0.7544910179640718,1.0571430318895914,1.1113937033369161,459601,20240410
PERI 35 → VIS,PERI 35,VIS,object3,0.34331337325349304,1.098705498264879,1.0387897839371354,459601,20240410
VIS → PERI 35,VIS,PERI 35,object3,0.003992015968063872,1.2979644826470145,1.0967688897172687,459601,20240410
PERI 35 → dCA1,PERI 35,dCA1,object1,0.2994011976047904,1.1037085713089416,1.0162830066820572,459601,20240410
dCA1 → PERI 35,dCA1,PERI 35,object1,0.06387225548902195,1.2106480504315391,1.2213297905308171,459601,20240410
PERI 35 → dCA1,PERI 35,dCA1,object2,0.47904191616766467,1.0691976590062293,1.1286847959398232,459601,20240410
dCA1 → PERI 35,dCA1,PERI 35,object2,0.5828343313373253,1.0834279230490458,1.133777555958299,459601,20240410
PERI 35 → dCA1,PERI 35,dCA1,object3,0.846307385229541,0.9881877355659583,1.09033018508113,459601,20240410
dCA1 → PERI 35,dCA1,PERI 35,object3,0.031936127744510975,1.2144405993838052,1.0111663976190315,459601,20240410
PERI 36 → TEa,PERI 36,TEa,object1,0.7405189620758483,1.0704048385398768,1.1826543282940623,459601,20240410
TEa → PERI 36,TEa,PERI 36,object1,0.6047904191616766,1.1101767320062843,0.9751635355543992,459601,20240410
PERI 36 → TEa,PERI 36,TEa,object2,0.40119760479041916,1.1386372678363266,1.1868561428712372,459601,20240410
TEa → PERI 36,TEa,PERI 36,object2,0.7085828343313373,1.0680121549140937,1.136235296647353,459601,20240410
PERI 36 → TEa,PERI 36,TEa,object3,0.10778443113772455,1.1471192068683522,0.9692470727386734,459601,20240410
TEa → PERI 36,TEa,PERI 36,object3,0.10978043912175649,1.1712409699422206,1.0056813725560403,459601,20240410
PERI 36 → VIS,PERI 36,VIS,object1,0.28542914171656686,1.1206566882015359,1.2201300626773126,459601,20240410
VIS → PERI 36,VIS,PERI 36,object1,0.32934131736526945,1.1453752354623061,1.1115591321223561,459601,20240410
PERI 36 → VIS,PERI 36,VIS,object2,0.3393213572854291,1.150048370310967,1.1701696172193463,459601,20240410
VIS → PERI 36,VIS,PERI 36,object2,0.5608782435129741,1.1104245962112185,1.0264655797565383,459601,20240410
PERI 36 → VIS,PERI 36,VIS,object3,0.6127744510978044,1.0501115341149867,1.022891343289534,459601,20240410
VIS → PERI 36,VIS,PERI 36,object3,0.3812375249500998,1.0902684959931295,0.9380632897606045,459601,20240410
PERI 36 → dCA1,PERI 36,dCA1,object1,0.07984031936127745,1.2103682069108073,1.1727670440687075,459601,20240410
dCA1 → PERI 36,dCA1,PERI 36,object1,0.4471057884231537,1.1303642891441614,1.2618712211601517,459601,20240410
PERI 36 → dCA1,PERI 36,dCA1,object2,0.8243512974051896,1.060373636690133,1.0643761023155702,459601,20240410
dCA1 → PERI 36,dCA1,PERI 36,object2,0.5808383233532934,1.0999412799566546,1.0472702498592474,459601,20240410
PERI 36 → dCA1,PERI 36,dCA1,object3,0.5429141716566867,1.0638807375593824,1.070505713936816,459601,20240410
dCA1 → PERI 36,dCA1,PERI 36,object3,0.4031936127744511,1.0656756381649446,0.9812596124505998,459601,20240410
TEa → VIS,TEa,VIS,object1,0.18762475049900199,1.1937737982441237,1.1403237595681157,459601,20240410
VIS → TEa,VIS,TEa,object1,0.18962075848303392,1.2167292813715764,1.0759952630875877,459601,20240410
TEa → VIS,TEa,VIS,object2,0.5728542914171657,1.1403234892235738,1.2555085615184571,459601,20240410
VIS → TEa,VIS,TEa,object2,0.1536926147704591,1.2471938856193765,1.1945695554523383,459601,20240410
TEa → VIS,TEa,VIS,object3,0.37524950099800397,1.095088382694986,1.1825023348439052,459601,20240410
VIS → TEa,VIS,TEa,object3,0.0998003992015968,1.1746626430682368,1.0086553566518328,459601,20240410
TEa → dCA1,TEa,dCA1,object1,0.11976047904191617,1.232916281218093,1.2388571287358259,459601,20240410
dCA1 → TEa,dCA1,TEa,object1,0.3333333333333333,1.2004097712292576,1.1943561571065533,459601,20240410
TEa → dCA1,TEa,dCA1,object2,0.313373253493014,1.1926185077065181,1.1478429593839723,459601,20240410
dCA1 → TEa,dCA1,TEa,object2,0.03792415169660679,1.3265831642062074,1.2186536234386323,459601,20240410
TEa → dCA1,TEa,dCA1,object3,0.9640718562874252,0.961336150942457,1.0513805584415385,459601,20240410
dCA1 → TEa,dCA1,TEa,object3,0.08782435129740519,1.1595417157411214,0.9285322353002478,459601,20240410
VIS → dCA1,VIS,dCA1,object1,0.1157684630738523,1.2656258279499302,1.2053894287239129,459601,20240410
dCA1 → VIS,dCA1,VIS,object1,0.15568862275449102,1.2441852243839329,1.2771686601170453,459601,20240410
VIS → dCA1,VIS,dCA1,object2,0.1217564870259481,1.2422620786657514,1.1956539562505373,459601,20240410
dCA1 → VIS,dCA1,VIS,object2,0.011976047904191617,1.35769611585875,1.2374514751984136,459601,20240410
VIS → dCA1,VIS,dCA1,object3,0.21357285429141717,1.1406050537204229,0.9945169756896529,459601,20240410
dCA1 → VIS,dCA1,VIS,object3,0.8602794411177644,0.9857330458479575,1.0653432496243722,459601,20240410
LEC → PERI 35,LEC,PERI 35,object1,0.45708582834331335,1.075366475878238,0.9959046365340208,459601,20240411
PERI 35 → LEC,PERI 35,LEC,object1,0.40718562874251496,1.109034844202287,1.0910766681423578,459601,20240411
LEC → PERI 35,LEC,PERI 35,object2,0.3473053892215569,1.1082854958862816,1.0729563138675253,459601,20240411
PERI 35 → LEC,PERI 35,LEC,object2,0.1536926147704591,1.1519502868785534,1.120578435917564,459601,20240411
LEC → PERI 35,LEC,PERI 35,object3,0.32335329341317365,1.0867192767513667,1.0517634126535775,459601,20240411
PERI 35 → LEC,PERI 35,LEC,object3,0.720558882235529,1.032954452482195,1.105457445840331,459601,20240411
LEC → PERI 36,LEC,PERI 36,object1,0.47105788423153694,1.0815145128447348,1.0292056366195963,459601,20240411
PERI 36 → LEC,PERI 36,LEC,object1,0.5349301397205589,1.0613111357645615,1.0841740173839602,459601,20240411
LEC → PERI 36,LEC,PERI 36,object2,0.3093812375249501,1.110495772018354,1.0763673164026868,459601,20240411
PERI 36 → LEC,PERI 36,LEC,object2,0.590818363273453,1.0724423033156765,1.050525038809487,459601,20240411
LEC → PERI 36,LEC,PERI 36,object3,0.43313373253493015,1.0773046402154765,1.010920670365378,459601,20240411
PERI 36 → LEC,PERI 36,LEC,object3,0.7365269461077845,1.045128029409541,1.0910743094547144,459601,20240411
LEC → TEa,LEC,TEa,object1,0.7564870259481038,1.0601414953882273,1.0709027868231193,459601,20240411
TEa → LEC,TEa,LEC,object1,0.437125748502994,1.1060027235290624,1.1552265081856228,459601,20240411
LEC → TEa,LEC,TEa,object2,0.3013972055888224,1.1026390003351614,1.0289337943411305,459601,20240411
TEa → LEC,TEa,LEC,object2,0.5409181636726547,1.0908272047435015,1.2011217167770822,459601,20240411
LEC → TEa,LEC,TEa,object3,0.37924151696606784,1.0781709961742858,1.174531713626363,459601,20240411
TEa → LEC,TEa,LEC,object3,0.908183632734531,1.0079963027436676,0.9427669474487979,459601,20240411
LEC → VIS,LEC,VIS,object1,0.30538922155688625,1.091565561061104,1.1224895284048904,459601,20240411
VIS → LEC,VIS,LEC,object1,0.5409181636726547,1.065812050438194,1.0601760891099845,459601,20240411
LEC → VIS,LEC,VIS,object2,0.15169660678642716,1.1415680597355735,1.034025955255004,459601,20240411
VIS → LEC,VIS,LEC,object2,0.24550898203592814,1.13289619043197,1.1359648316583928,459601,20240411
LEC → VIS,LEC,VIS,object3,0.654690618762475,1.0437492705923468,1.0878150973870817,459601,20240411
VIS → LEC,VIS,LEC,object3,0.7764471057884231,1.0172049852067588,1.0238154467348126,459601,20240411
LEC → dCA1,LEC,dCA1,object1,0.3912175648702595,1.0837315980395683,1.0870493090134166,459601,20240411
dCA1 → LEC,dCA1,LEC,object1,0.12375249500998003,1.1355144748924455,1.0826853569020796,459601,20240411
LEC → dCA1,LEC,dCA1,object2,0.027944111776447105,1.2228960928347432,1.0781469319928367,459601,20240411
dCA1 → LEC,dCA1,LEC,object2,0.013972055888223553,1.2068379983133013,1.0511845793287211,459601,20240411
LEC → dCA1,LEC,dCA1,object3,0.6487025948103793,1.0498987726445144,1.125325625229249,459601,20240411
dCA1 → LEC,dCA1,LEC,object3,0.4091816367265469,1.081837404457206,1.1019393842095222,459601,20240411
PERI 35 → PERI 36,PERI 35,PERI 36,object1,0.25948103792415167,1.0949006651049926,1.0681477442192169,459601,20240411
PERI 36 → PERI 35,PERI 36,PERI 35,object1,0.33532934131736525,1.0939788731325852,1.1126254340201318,459601,20240411
PERI 35 → PERI 36,PERI 35,PERI 36,object2,0.624750499001996,1.061070888898807,1.1544020111510598,459601,20240411
PERI 36 → PERI 35,PERI 36,PERI 35,object2,0.08183632734530938,1.1553355879239133,1.0909397519752067,459601,20240411
PERI 35 → PERI 36,PERI 35,PERI 36,object3,0.4231536926147705,1.0817170258027489,0.9971178185429649,459601,20240411
PERI 36 → PERI 35,PERI 36,PERI 35,object3,0.06786427145708583,1.1607557120067977,1.0964625174477716,459601,20240411
PERI 35 → TEa,PERI 35,TEa,object1,0.22355289421157684,1.1205426740312212,1.0225366744140842,459601,20240411
TEa → PERI 35,TEa,PERI 35,object1,0.4870259481037924,1.0832893771357672,1.0262564879141973,459601,20240411
PERI 35 → TEa,PERI 35,TEa,object2,0.6147704590818364,1.0816650579772344,1.1224509371152278,459601,20240411
TEa → PERI 35,TEa,PERI 35,object2,0.033932135728542916,1.1830514642057557,1.0497219336648576,459601,20240411
PERI 35 → TEa,PERI 35,TEa,object3,0.25948103792415167,1.1086266209480953,1.1077117879367662,459601,20240411
TEa → PERI 35,TEa,PERI 35,object3,0.39520958083832336,1.0899034592061954,1.108160026568281,459601,20240411
PERI 35 → VIS,PERI 35,VIS,object1,0.8263473053892215,1.017159106408852,1.0620514950725013,459601,20240411
VIS → PERI 35,VIS,PERI 35,object1,0.32934131736526945,1.0978883958720485,1.140564350676217,459601,20240411
PERI 35 → VIS,PERI 35,VIS,object2,0.13373253493013973,1.1604931911460898,1.1216002740035211,459601,20240411
VIS → PERI 35,VIS,PERI 35,object2,0.48303393213572854,1.0770954702818631,1.1068375682653897,459601,20240411
PERI 35 → VIS,PERI 35,VIS,object3,0.3313373253493014,1.1011077293504583,1.081884986193539,459601,20240411
VIS → PERI 35,VIS,PERI 35,object3,0.8403193612774451,1.0220851853969977,1.0479052110924425,459601,20240411
PERI 35 → dCA1,PERI 35,dCA1,object1,0.48303393213572854,1.0751575969722513,1.0514225511448982,459601,20240411
dCA1 → PERI 35,dCA1,PERI 35,object1,0.43313373253493015,1.0777916389448878,1.1385794670072373,459601,20240411
PERI 35 → dCA1,PERI 35,dCA1,object2,0.40718562874251496,1.1137351368887456,1.0796293244889041,459601,20240411
dCA1 → PERI 35,dCA1,PERI 35,object2,0.49700598802395207,1.0879111500726322,1.0631992977953422,459601,20240411
PERI 35 → dCA1,PERI 35,dCA1,object3,0.7944111776447106,1.0341942281076408,1.0831770092303572,459601,20240411
dCA1 → PERI 35,dCA1,PERI 35,object3,0.15568862275449102,1.1326369471296496,1.1263379962480038,459601,20240411
PERI 36 → TEa,PERI 36,TEa,object1,0.6347305389221557,1.0736581540524879,1.033706909870048,459601,20240411
TEa → PERI 36,TEa,PERI 36,object1,0.42714570858283435,1.0795350082918014,1.0891583731955452,459601,20240411
PERI 36 → TEa,PERI 36,TEa,object2,0.6766467065868264,1.0627238528594485,1.0504541221886503,459601,20240411
TEa → PERI 36,TEa,PERI 36,object2,0.059880239520958084,1.1886330209785299,1.0794241444684902,459601,20240411
PERI 36 → TEa,PERI 36,TEa,object3,0.11377245508982035,1.1458234429993244,1.0881793211214226,459601,20240411
TEa → PERI 36,TEa,PERI 36,object3,0.5389221556886228,1.0806899888304016,1.0438661642411007,459601,20240411
PERI 36 → VIS,PERI 36,VIS,object1,0.16367265469061876,1.1281391046197031,1.0576957617586344,459601,20240411
VIS → PERI 36,VIS,PERI 36,object1,0.48902195608782434,1.0667473606486209,1.0257086912443283,459601,20240411
PERI 36 → VIS,PERI 36,VIS,object2,0.5069860279441117,1.0849153050338705,1.1297249401967986,459601,20240411
VIS → PERI 36,VIS,PERI 36,object2,0.8902195608782435,1.0384622754816442,1.1035971241466165,459601,20240411
PERI 36 → VIS,PERI 36,VIS,object3,0.6746506986027944,1.055023043462166,1.2221470702800623,459601,20240411
VIS → PERI 36,VIS,PERI 36,object3,0.06387225548902195,1.1496897170334972,1.1307751637997838,459601,20240411
PERI 36 → dCA1,PERI 36,dCA1,object1,0.9341317365269461,0.9919644407205248,1.2399175294859124,459601,20240411
dCA1 → PERI 36,dCA1,PERI 36,object1,0.5329341317365269,1.0617791973638573,1.0387860298637932,459601,20240411
PERI 36 → dCA1,PERI 36,dCA1,object2,0.27944111776447106,1.1261448131272338,1.0226356465031097,459601,20240411
dCA1 → PERI 36,dCA1,PERI 36,object2,0.9241516966067864,1.0175132606342983,1.142880858118355,459601,20240411
PERI 36 → dCA1,PERI 36,dCA1,object3,0.0718562874251497,1.18383316285033,1.047374804226097,459601,20240411
dCA1 → PERI 36,dCA1,PERI 36,object3,0.3313373253493014,1.1050376350659332,1.1153488729578216,459601,20240411
TEa → VIS,TEa,VIS,object1,0.21756487025948104,1.1380389423899508,1.129215909696225,459601,20240411
VIS → TEa,VIS,TEa,object1,0.2275449101796407,1.1375679894686268,1.055811966227367,459601,20240411
TEa → VIS,TEa,VIS,object2,0.5888223552894212,1.1035448822963654,1.0450546458007857,459601,20240411
VIS → TEa,VIS,TEa,object2,0.005988023952095809,1.3019775763084296,1.086694587899065,459601,20240411
TEa → VIS,TEa,VIS,object3,0.013972055888223553,1.1930009949101974,1.010904047662372,459601,20240411
VIS → TEa,VIS,TEa,object3,0.8922155688622755,1.0026014074903151,1.1372453481040445,459601,20240411
TEa → dCA1,TEa,dCA1,object1,0.530938123752495,1.0856382511490317,1.089075248894352,459601,20240411
dCA1 → TEa,dCA1,TEa,object1,0.5069860279441117,1.0739434473347655,1.0776187989680375,459601,20240411
TEa → dCA1,TEa,dCA1,object2,0.1596806387225549,1.15706451171325,1.11695472727051,459601,20240411
dCA1 → TEa,dCA1,TEa,object2,0.7105788423153693,1.0546041958246812,1.0909442359866344,459601,20240411
TEa → dCA1,TEa,dCA1,object3,0.021956087824351298,1.1925126761350846,1.1342738304333273,459601,20240411
dCA1 → TEa,dCA1,TEa,object3,0.8323353293413174,1.0266666459790466,1.1119886226948787,459601,20240411
VIS → dCA1,VIS,dCA1,object1,0.6167664670658682,1.0554204925013184,1.097643694133216,459601,20240411
dCA1 → VIS,dCA1,VIS,object1,0.37924151696606784,1.0912923771887064,1.0253339095967253,459601,20240411
VIS → dCA1,VIS,dCA1,object2,0.005988023952095809,1.2544120864398982,1.094105382521335,459601,20240411
dCA1 → VIS,dCA1,VIS,object2,0.15568862275449102,1.1472392402481817,1.1158668973196715,459601,20240411
VIS → dCA1,VIS,dCA1,object3,0.624750499001996,1.0700129625111008,1.0567149861115164,459601,20240411
dCA1 → VIS,dCA1,VIS,object3,0.1497005988023952,1.1195740792933753,1.1056811191793339,459601,20240411
LEC → VIS,LEC,VIS,object1,0.9241516966067864,1.058550403476582,1.2091543009136976,462910,20240813
VIS → LEC,VIS,LEC,object1,0.3033932135728543,1.142228617663338,1.1406179377604484,462910,20240813
LEC → VIS,LEC,VIS,object2,0.5249500998003992,1.1207300794743587,1.2535415555144978,462910,20240813
VIS → LEC,VIS,LEC,object2,0.017964071856287425,1.202210726888463,1.0532938187851724,462910,20240813
LEC → VIS,LEC,VIS,object3,0.7065868263473054,1.0422311059685772,1.0589691113140802,462910,20240813
VIS → LEC,VIS,LEC,object3,0.09580838323353294,1.1448223483624134,1.1400954836465247,462910,20240813
LEC → iCA1,LEC,iCA1,object1,0.5848303393213573,1.1068271831474827,1.1390866240153206,462910,20240813
iCA1 → LEC,iCA1,LEC,object1,0.17165668662674652,1.1774500783385558,1.1166173308614091,462910,20240813
LEC → iCA1,LEC,iCA1,object2,0.23353293413173654,1.1612561802393455,1.061472996815027,462910,20240813
iCA1 → LEC,iCA1,LEC,object2,0.00998003992015968,1.2369812674530392,1.1495702315202299,462910,20240813
LEC → iCA1,LEC,iCA1,object3,0.6047904191616766,1.0449886859419837,1.062249379045635,462910,20240813
iCA1 → LEC,iCA1,LEC,object3,0.45708582834331335,1.0886993650395624,1.1532773127202536,462910,20240813
LEC → dCA1,LEC,dCA1,object1,0.03792415169660679,1.1780704005056901,1.0137737620055807,462910,20240813
dCA1 → LEC,dCA1,LEC,object1,0.21157684630738524,1.160883677917238,1.085150654302861,462910,20240813
LEC → dCA1,LEC,dCA1,object2,0.41317365269461076,1.1300475700338362,1.1535259567005534,462910,20240813
dCA1 → LEC,dCA1,LEC,object2,0.043912175648702596,1.2000627314787715,1.1435981567618443,462910,20240813
LEC → dCA1,LEC,dCA1,object3,0.11976047904191617,1.109780270836821,1.0657906971485305,462910,20240813
dCA1 → LEC,dCA1,LEC,object3,0.5708582834331337,1.0761543782746414,1.079514397546916,462910,20240813
VIS → iCA1,VIS,iCA1,object1,0.9720558882235529,1.0974895309491781,1.1522784989511645,462910,20240813
iCA1 → VIS,iCA1,VIS,object1,0.42714570858283435,1.2085058576599057,1.1857197566357363,462910,20240813
VIS → iCA1,VIS,iCA1,object2,0.21956087824351297,1.1840391853806358,1.1411234193816773,462910,20240813
iCA1 → VIS,iCA1,VIS,object2,0.00998003992015968,1.2735536921215314,1.2519214818508642,462910,20240813
VIS → iCA1,VIS,iCA1,object3,0.08582834331337326,1.1414916377730928,1.079127881641305,462910,20240813
iCA1 → VIS,iCA1,VIS,object3,0.249500998003992,1.1191094806116244,1.0911583267396987,462910,20240813
VIS → dCA1,VIS,dCA1,object1,0.2774451097804391,1.1807464785052402,1.146308635690483,462910,20240813
dCA1 → VIS,dCA1,VIS,object1,0.6846307385229541,1.152647519343126,1.1766551380898103,462910,20240813
VIS → dCA1,VIS,dCA1,object2,0.07385229540918163,1.2093819428372365,1.1752336866880948,462910,20240813
dCA1 → VIS,dCA1,VIS,object2,0.9221556886227545,1.0695849254893006,1.1282867608978084,462910,20240813
VIS → dCA1,VIS,dCA1,object3,0.19161676646706588,1.11990200256474,1.1232873058325339,462910,20240813
dCA1 → VIS,dCA1,VIS,object3,0.3992015968063872,1.080202103784579,1.1504037678911403,462910,20240813
iCA1 → dCA1,iCA1,dCA1,object1,0.13572854291417166,1.2152755335455754,1.092625569716521,462910,20240813
dCA1 → iCA1,dCA1,iCA1,object1,0.18363273453093812,1.215975624787618,1.2549772248782203,462910,20240813
iCA1 → dCA1,iCA1,dCA1,object2,0.001996007984031936,1.3348789441145428,1.2102885612552874,462910,20240813
dCA1 → iCA1,dCA1,iCA1,object2,0.05189620758483034,1.2212764819646174,1.0859601089858566,462910,20240813
iCA1 → dCA1,iCA1,dCA1,object3,0.10578842315369262,1.137250853190646,1.1148168137709622,462910,20240813
dCA1 → iCA1,dCA1,iCA1,object3,0.04590818363273453,1.137908161583028,1.0553208904408844,462910,20240813
